Who will win the 2022 presidential election in Brazil?,2021-12-03T18:00:00Z,2022-10-30T07:01:00Z,Luiz Inácio Lula da Silva,"['Jair Bolsonaro', 'João Doria', 'Ciro Gomes', 'Sérgio Moro', 'Luiz Inácio Lula da Silva', 'Another candidate']","['Leader Entry/Exit', 'Elections and Referenda', 'Non-US Politics']",668,654,187,237,,https://www.gjopen.com/questions/2207-who-will-win-the-2022-presidential-election-in-brazil
86367,2022-10-30T05:45:55Z,9,"[27.0, 0.0, 0.0, 0.0, 73.0, 0.0]","[10.0, 0.0, 0.0, 0.0, -10.0, 0.0]"
101165,2021-12-29T19:07:51Z,1,"[26.0, 7.0, 8.0, 15.0, 44.0, 0.0]","[26.0, 7.0, 8.0, 15.0, 44.0, 0.0]",
23205,2021-12-29T18:26:23Z,1,"[0.0, 0.0, 5.0, 0.0, 95.0, 0.0]","[0.0, 0.0, 5.0, 0.0, 95.0, 0.0]",
1333,2021-12-28T22:05:36Z,11,"[24.0, 0.0, 0.0, 0.0, 76.0, 0.0]","[10.0, -10.0, 0.0, 0.0, 0.0, 0.0]",
1333,2021-12-28T22:05:16Z,10,"[14.0, 10.0, 0.0, 0.0, 76.0, 0.0]","[4.0, 0.0, -4.0, 0.0, 0.0, 0.0]",
102681,2021-12-28T18:15:05Z,1,"[30.0, 20.0, 30.0, 15.0, 5.0, 0.0]","[30.0, 20.0, 30.0, 15.0, 5.0, 0.0]",
1333,2021-12-25T06:55:13Z,9,"[10.0, 10.0, 4.0, 0.0, 76.0, 0.0]","[-6.0, -2.0, 0.0, 0.0, 8.0, 0.0]",
62808,2021-12-23T19:10:34Z,3,"[10.0, 0.0, 5.0, 0.0, 85.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
99407,2021-12-20T23:38:16Z,3,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
2965,2021-12-20T07:00:36Z,2,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[-10.0, 0.0, 0.0, 0.0, 10.0, 0.0]",
99780,2021-12-20T06:50:09Z,2,"[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]","[-9.0, 0.0, 0.0, 0.0, 9.0, 0.0]",
94872,2021-12-20T04:30:08Z,4,"[18.0, 1.0, 2.0, 10.0, 68.0, 1.0]","[2.0, -3.0, 0.0, -6.0, 8.0, -1.0]",
691,2021-12-18T18:36:01Z,5,"[34.0, 0.0, 0.0, 0.0, 66.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
86367,2021-12-18T13:47:08Z,2,"[27.0, 0.0, 0.0, 8.0, 65.0, 0.0]","[-8.0, 0.0, 0.0, 0.0, 8.0, 0.0]",
102243,2021-12-17T21:10:51Z,2,"[19.0, 3.0, 2.0, 5.0, 69.0, 2.0]","[0.0, 0.0, 1.0, 0.0, -1.0, 0.0]",
102243,2021-12-17T21:09:17Z,1,"[19.0, 3.0, 1.0, 5.0, 70.0, 2.0]","[19.0, 3.0, 1.0, 5.0, 70.0, 2.0]",
103455,2021-12-17T14:04:08Z,2,"[33.0, 0.0, 0.0, 0.0, 67.0, 0.0]","[-2.0, -2.0, -10.0, -13.0, 27.0, 0.0]",
62808,2021-12-16T14:42:08Z,2,"[10.0, 0.0, 5.0, 0.0, 85.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
87566,2021-12-16T12:11:53Z,1,"[20.0, 3.0, 5.0, 8.0, 60.0, 4.0]","[20.0, 3.0, 5.0, 8.0, 60.0, 4.0]",
1333,2021-12-15T10:15:06Z,8,"[16.0, 12.0, 4.0, 0.0, 68.0, 0.0]","[4.0, 0.0, 0.0, -4.0, 9.0, -9.0]",
87155,2021-12-14T22:18:11Z,2,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 5.0, -5.0]",
1333,2021-12-13T01:14:52Z,7,"[12.0, 12.0, 4.0, 4.0, 59.0, 9.0]","[-7.0, 0.0, 0.0, 0.0, 8.0, -1.0]",
691,2021-12-12T17:41:50Z,4,"[36.0, 0.0, 0.0, 0.0, 64.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
29054,2021-12-12T14:34:00Z,2,"[21.0, 0.0, 0.0, 0.0, 79.0, 0.0]","[-11.0, 0.0, 0.0, 0.0, 11.0, 0.0]",
1333,2021-12-12T01:53:20Z,6,"[19.0, 12.0, 4.0, 4.0, 51.0, 10.0]","[0.0, -1.0, 0.0, 0.0, 1.0, 0.0]",
86367,2021-12-11T10:04:27Z,1,"[35.0, 0.0, 0.0, 8.0, 57.0, 0.0]","[35.0, 0.0, 0.0, 8.0, 57.0, 0.0]",
86607,2021-12-10T23:07:03Z,1,"[10.0, 1.0, 1.0, 1.0, 78.0, 9.0]","[10.0, 1.0, 1.0, 1.0, 78.0, 9.0]",
99993,2021-12-10T16:47:51Z,3,"[30.0, 1.0, 1.0, 5.0, 62.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]",
99993,2021-12-10T16:47:29Z,2,"[30.0, 1.0, 1.0, 5.0, 61.0, 2.0]","[-7.0, 0.0, 0.0, -5.0, 11.0, 1.0]",
103662,2021-12-10T11:25:31Z,1,"[25.0, 5.0, 5.0, 10.0, 47.0, 8.0]","[25.0, 5.0, 5.0, 10.0, 47.0, 8.0]",
1333,2021-12-10T10:02:10Z,5,"[19.0, 13.0, 4.0, 4.0, 50.0, 10.0]","[-11.0, 0.0, 0.0, 2.0, 9.0, 0.0]",
103352,2021-12-09T15:03:47Z,2,"[18.0, 1.0, 3.0, 3.0, 75.0, 0.0]","[18.0, -17.0, -3.0, -1.0, 3.0, 0.0]",
103352,2021-12-09T15:02:30Z,1,"[0.0, 18.0, 6.0, 4.0, 72.0, 0.0]","[0.0, 18.0, 6.0, 4.0, 72.0, 0.0]",
20156,2021-12-09T09:32:26Z,1,"[29.0, 0.0, 0.0, 0.0, 71.0, 0.0]","[29.0, 0.0, 0.0, 0.0, 71.0, 0.0]",
101193,2021-12-09T01:40:09Z,1,"[45.0, 0.0, 0.0, 0.0, 55.0, 0.0]","[45.0, 0.0, 0.0, 0.0, 55.0, 0.0]",
691,2021-12-08T20:59:47Z,3,"[38.0, 0.0, 0.0, 0.0, 62.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
98402,2021-12-08T15:07:14Z,1,"[18.0, 0.0, 0.0, 1.0, 80.0, 1.0]","[18.0, 0.0, 0.0, 1.0, 80.0, 1.0]",
103376,2021-12-08T13:23:31Z,1,"[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]","[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]",
522,2021-12-08T12:58:53Z,1,"[50.0, 0.0, 0.0, 0.0, 50.0, 0.0]","[50.0, 0.0, 0.0, 0.0, 50.0, 0.0]",
103635,2021-12-08T12:25:23Z,1,"[37.0, 0.0, 0.0, 0.0, 63.0, 0.0]","[37.0, 0.0, 0.0, 0.0, 63.0, 0.0]",
101187,2021-12-08T11:22:26Z,1,"[45.0, 2.0, 2.0, 2.0, 47.0, 2.0]","[45.0, 2.0, 2.0, 2.0, 47.0, 2.0]",
103162,2021-12-08T10:34:54Z,1,"[20.0, 20.0, 5.0, 5.0, 48.0, 2.0]","[20.0, 20.0, 5.0, 5.0, 48.0, 2.0]",
20884,2021-12-08T07:32:37Z,1,"[20.0, 0.0, 0.0, 10.0, 55.0, 15.0]","[20.0, 0.0, 0.0, 10.0, 55.0, 15.0]",
34815,2021-12-08T05:22:47Z,1,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",
97202,2021-12-08T02:04:01Z,1,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]",
4962,2021-12-07T22:06:40Z,1,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]",
85474,2021-12-07T19:57:39Z,1,"[15.0, 2.0, 0.0, 20.0, 60.0, 3.0]","[15.0, 2.0, 0.0, 20.0, 60.0, 3.0]","Bolsonaro (even though he is popular) his handling of the pandemic has caused many people to loose their lives as well as the economic impact on the country is taking its toll. Also, there is a lot of International pressure on Brazil because of the Amazon rainforest."
57127,2021-12-07T15:06:59Z,1,"[78.0, 0.0, 0.0, 0.0, 0.0, 22.0]","[78.0, 0.0, 0.0, 0.0, 0.0, 22.0]",Incumbents usually win. And da Silva was just let out of jail. The only other option is F. Haddad. (22% chance)
94872,2021-12-07T05:17:56Z,3,"[16.0, 4.0, 2.0, 16.0, 60.0, 2.0]","[-1.0, 0.0, 0.0, 3.0, -2.0, 0.0]",
99407,2021-12-06T23:17:24Z,2,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[-10.0, 0.0, 0.0, 0.0, 10.0, 0.0]",
49395,2021-12-06T23:04:06Z,1,"[60.0, 0.0, 0.0, 0.0, 40.0, 0.0]","[60.0, 0.0, 0.0, 0.0, 40.0, 0.0]",
1667,2021-12-06T22:05:55Z,1,"[34.0, 0.0, 0.0, 0.0, 66.0, 0.0]","[34.0, 0.0, 0.0, 0.0, 66.0, 0.0]",
100701,2021-12-06T19:45:52Z,1,"[30.0, 5.0, 10.0, 5.0, 50.0, 0.0]","[30.0, 5.0, 10.0, 5.0, 50.0, 0.0]",Using the current poll numbers from brazilian.report election live blog to start as the baseline.
47210,2021-12-06T19:26:26Z,1,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",
103410,2021-12-06T18:39:36Z,2,"[29.0, 0.0, 0.0, 0.0, 71.0, 0.0]","[1.0, -1.0, -1.0, -1.0, 3.0, -1.0]",
94737,2021-12-06T16:32:54Z,1,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]",
101422,2021-12-06T06:49:32Z,1,"[27.0, 3.0, 18.0, 19.0, 11.0, 22.0]","[27.0, 3.0, 18.0, 19.0, 11.0, 22.0]",
1333,2021-12-05T19:43:42Z,4,"[30.0, 13.0, 4.0, 2.0, 41.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 4.0, -4.0]",
22689,2021-12-05T17:29:09Z,1,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",
101542,2021-12-05T17:22:33Z,1,"[45.0, 0.0, 0.0, 0.0, 55.0, 0.0]","[45.0, 0.0, 0.0, 0.0, 55.0, 0.0]",
99780,2021-12-05T14:58:44Z,1,"[39.0, 0.0, 0.0, 0.0, 61.0, 0.0]","[39.0, 0.0, 0.0, 0.0, 61.0, 0.0]",
63852,2021-12-05T14:28:29Z,1,"[25.0, 1.0, 1.0, 1.0, 70.0, 2.0]","[25.0, 1.0, 1.0, 1.0, 70.0, 2.0]",
45594,2021-12-05T08:47:29Z,1,"[30.0, 5.0, 5.0, 5.0, 50.0, 5.0]","[30.0, 5.0, 5.0, 5.0, 50.0, 5.0]",
2965,2021-12-05T07:35:25Z,1,"[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]","[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]",
94872,2021-12-05T07:29:27Z,2,"[17.0, 4.0, 2.0, 13.0, 62.0, 2.0]","[1.0, 0.0, 0.0, -4.0, 3.0, 0.0]",
103410,2021-12-05T05:52:52Z,1,"[28.0, 1.0, 1.0, 1.0, 68.0, 1.0]","[28.0, 1.0, 1.0, 1.0, 68.0, 1.0]",
103503,2021-12-05T01:45:46Z,1,"[20.0, 1.0, 1.0, 0.0, 68.0, 10.0]","[20.0, 1.0, 1.0, 0.0, 68.0, 10.0]",
87177,2021-12-04T20:51:58Z,1,"[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]","[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]",
1333,2021-12-04T20:21:17Z,3,"[30.0, 13.0, 4.0, 2.0, 37.0, 14.0]","[1.0, -9.0, 0.0, 0.0, 8.0, 0.0]",
103496,2021-12-04T18:52:05Z,1,"[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]","[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]",
1256,2021-12-04T18:09:30Z,1,"[15.0, 0.0, 0.0, 5.0, 80.0, 0.0]","[15.0, 0.0, 0.0, 5.0, 80.0, 0.0]",
691,2021-12-04T16:29:28Z,2,"[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]","[6.0, -28.0, 0.0, 0.0, 22.0, 0.0]",
62808,2021-12-04T15:44:29Z,1,"[10.0, 0.0, 5.0, 0.0, 85.0, 0.0]","[10.0, 0.0, 5.0, 0.0, 85.0, 0.0]",
103108,2021-12-04T10:23:55Z,1,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]",Lula has led consistently in the polls since early 2021.
88452,2021-12-04T08:43:19Z,1,"[0.0, 0.0, 0.0, 0.0, 95.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 95.0, 5.0]",
87155,2021-12-04T07:49:00Z,1,"[25.0, 0.0, 0.0, 0.0, 70.0, 5.0]","[25.0, 0.0, 0.0, 0.0, 70.0, 5.0]",
92079,2021-12-04T03:32:41Z,1,"[49.0, 0.0, 0.0, 0.0, 51.0, 0.0]","[49.0, 0.0, 0.0, 0.0, 51.0, 0.0]",
99407,2021-12-04T02:17:14Z,1,"[35.0, 0.0, 0.0, 0.0, 65.0, 0.0]","[35.0, 0.0, 0.0, 0.0, 65.0, 0.0]",
100273,2021-12-04T00:15:54Z,1,"[30.0, 0.0, 0.0, 0.0, 40.0, 30.0]","[30.0, 0.0, 0.0, 0.0, 40.0, 30.0]",
29054,2021-12-03T23:00:55Z,1,"[32.0, 0.0, 0.0, 0.0, 68.0, 0.0]","[32.0, 0.0, 0.0, 0.0, 68.0, 0.0]","Politics, finance and sports fall in the same field of irrational behavior, the only difference is the currency used to measure each one. As of now, it seems that Brazilians are tired of Bolsonaro, and want LILS back, the question is will they hold their churrasco high enough."
103455,2021-12-03T22:03:06Z,1,"[35.0, 2.0, 10.0, 13.0, 40.0, 0.0]","[35.0, 2.0, 10.0, 13.0, 40.0, 0.0]",Still 11 months to go and Lula is leading in the polls. Bolsonaro will fight to win with everything he's got and he may fight a negative result as well.
94872,2021-12-03T22:02:40Z,1,"[16.0, 4.0, 2.0, 17.0, 59.0, 2.0]","[16.0, 4.0, 2.0, 17.0, 59.0, 2.0]",
691,2021-12-03T20:33:45Z,1,"[34.0, 28.0, 0.0, 0.0, 38.0, 0.0]","[34.0, 28.0, 0.0, 0.0, 38.0, 0.0]",
99993,2021-12-03T19:34:32Z,1,"[37.0, 1.0, 1.0, 10.0, 50.0, 1.0]","[37.0, 1.0, 1.0, 10.0, 50.0, 1.0]",
1333,2021-12-03T19:17:31Z,2,"[29.0, 22.0, 4.0, 2.0, 29.0, 14.0]","[-23.0, 21.0, 2.0, 0.0, 0.0, 0.0]",
60695,2021-12-03T19:04:25Z,1,"[0.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 100.0, 0.0, 0.0, 0.0, 0.0]",
1333,2021-12-03T18:24:34Z,1,"[52.0, 1.0, 2.0, 2.0, 29.0, 14.0]","[52.0, 1.0, 2.0, 2.0, 29.0, 14.0]",
